名称	部件	掉落遗物	杜卡德金币
Vauban Prime	机体蓝图	中纪A4（常见）, 古纪V4（稀有）, 后纪V1（稀有）, 中纪V6（稀有）, 前纪V4（稀有）, 前纪T6（罕见）	45
Vauban Prime	头部神经光元蓝图	中纪V3（稀有）, 中纪V5（稀有）, 前纪N2（稀有）, 古纪V7（稀有）, 前纪V8（稀有）	45
Vauban Prime	系统蓝图	古纪V2（稀有）, 中纪N2（稀有）, 古纪V9（稀有）, 古纪V8（稀有）	45
守望者Prime	枪管	后纪H1（常见）, 后纪C1（常见）, 中纪N1（常见）, 古纪V7（常见）, 前纪P12（常见）, 后纪T1（常见）	15
守望者Prime	蓝图	中纪A4（罕见）, 中纪A1（罕见）, 前纪C7（罕见）, 古纪A1（罕见）	100
守望者Prime	枪机	古纪V10（稀有）, 前纪V6（稀有）, 前纪V1（稀有）	45
守望者Prime	枪托	中纪B1（罕见）, 后纪K12（罕见）, 后纪V2（稀有）, 后纪V4（稀有）, 后纪V3（稀有）, 古纪V8（罕见）	45
逐电Prime	枪管	后纪V12（稀有）, 前纪V10（稀有）, 前纪V9（稀有）, 前纪V14（稀有）, 前纪V11（稀有）	45
逐电Prime	蓝图	中纪C6（罕见）, 后纪F2（罕见）, 前纪N17（罕见）, 中纪D10（罕见）, 古纪D7（罕见）, 后纪S18（罕见）	100
逐电Prime	枪机	后纪A20（常见）, 中纪B9（常见）, 前纪V12（常见）, 古纪Z4（常见）, 古纪T12（常见）, 后纪P8（常见）, 中纪L4（常见）	15
脉纹Prime	刀刃	前纪V13（稀有）, 后纪V13（稀有）	45
脉纹Prime	蓝图	前纪A9（罕见）, 古纪E2（罕见）	100
脉纹Prime	握柄	中纪N24（常见）, 前纪V15（常见）, 前纪P17（常见）, 前纪G9（常见）	15
凯旋之爪Prime	爪刃	中纪V9（常见）, 后纪V5（常见）, 前纪S7（常见）, 前纪G1（常见）, 古纪V4（常见）, 中纪N7（常见）, 古纪V6（常见）, 古纪C2（常见）, 后纪S5（常见）	15
凯旋之爪Prime	蓝图	后纪S8（罕见）, 中纪B2（罕见）, 中纪N4（罕见）, 古纪C5（罕见）, 后纪O3（罕见）	100
凯旋之爪Prime	拳套	后纪V10（稀有）, 后纪V9（稀有）, 中纪V4（稀有）, 前纪V5（稀有）, 后纪V7（稀有）	45
创伤Prime	蓝图	后纪A14（常见）, 古纪H6（常见）, 古纪G5（常见）, 前纪Z4（常见）, 中纪P5（常见）, 中纪D5（常见）, 古纪H7（常见）, 古纪S11（常见）	15
创伤Prime	握柄	后纪V11（稀有）, 前纪V7（稀有）, 中纪V10（稀有）	45
创伤Prime	锤头	古纪Z3（罕见）, 古纪P6（罕见）, 后纪C7（罕见）, 后纪I1（罕见）, 后纪B5（罕见）, 后纪C8（罕见）, 前纪B5（罕见）, 后纪K9（罕见）	100
Volt Prime	蓝图	中纪O1（常见）, 中纪V1（罕见）, 后纪N3（罕见）, 先锋C1（常见）, 古纪O2（常见）	15
Volt Prime	机体蓝图	后纪V8（罕见）, 前纪O3（罕见）, 前纪V2（罕见）, 先锋E1（常见）, 前纪V3（罕见）	100
Volt Prime	头部神经光元蓝图	后纪V8（稀有）, 先锋P1（罕见）, 后纪V1（罕见）, 中纪V8（稀有）	45
Volt Prime	系统蓝图	中纪O1（罕见）, 后纪L4（罕见）, 先锋M1（罕见）, 古纪V1（罕见）	100
Voruna Prime	蓝图	后纪V14（稀有）	45
Voruna Prime	机体蓝图	古纪N19（罕见）	100
Voruna Prime	头部神经光元蓝图	前纪D8（罕见）	100
Voruna Prime	系统蓝图	中纪V11（稀有）	45
Wisp Prime	蓝图	前纪W4（稀有）, 前纪W3（稀有）, 中纪W2（稀有）, 后纪W4（稀有）, 后纪W3（稀有）	45
Wisp Prime	机体蓝图	古纪W3（稀有）, 中纪W1（稀有）, 古纪W4（稀有）, 中纪H4（罕见）, 前纪W5（稀有）	45
Wisp Prime	头部神经光元蓝图	古纪G13（罕见）, 古纪A7（罕见）, 中纪A13（罕见）, 后纪F2（罕见）, 中纪K6（罕见）, 古纪L6（罕见）, 前纪K6（罕见）	100
Wisp Prime	系统蓝图	后纪A17（常见）, 前纪G7（常见）, 古纪Q1（常见）, 古纪N15（常见）, 前纪G10（常见）, 后纪B7（常见）, 前纪T7（常见）, 中纪D7（常见）	15
Wukong Prime	蓝图	古纪W2（稀有）, 前纪W2（稀有）, 前纪W1（稀有）, 后纪W2（稀有）, 古纪W1（稀有）, 后纪W1（稀有）	45
Wukong Prime	机体蓝图	古纪K3（罕见）, 前纪B4（罕见）, 古纪N13（罕见）, 中纪S12（罕见）, 后纪A10（罕见）, 中纪N13（罕见）, 后纪T6（罕见）, 前纪K3（罕见）	100
Wukong Prime	头部神经光元蓝图	后纪T4（常见）, 古纪S13（常见）, 中纪Z7（常见）, 中纪T2（常见）, 中纪I1（常见）, 后纪G2（常见）, 后纪Z1（常见）, 古纪D2（常见）	15
Wukong Prime	系统蓝图	前纪T4（罕见）, 后纪A11（罕见）, 中纪I2（罕见）, 后纪R3（罕见）, 中纪Z9（罕见）, 后纪P3（罕见）, 前纪K2（罕见）	100
蛟龙 Prime	蓝图	中纪E1（常见）, 后纪S2（常见）, 中纪V8（常见）	15
蛟龙 Prime	外壳	后纪L4（常见）, 后纪L1（常见）	15
蛟龙 Prime	头部	古纪O2（常见）, 古纪G2（常见）	15
蛟龙 Prime	系统	前纪O3（罕见）, 前纪E1（罕见）	100
Xaku Prime	蓝图	前纪X1（稀有）, 古纪X1（稀有）, 中纪X1（稀有）	45
Xaku Prime	机体蓝图	中纪K9（罕见）, 中纪V11（罕见）, 后纪V12（罕见）, 古纪O4（罕见）, 中纪G8（罕见）	100
Xaku Prime	头部神经光元蓝图	后纪T13（常见）, 前纪A10（常见）, 前纪T8（常见）, 前纪E6（常见）, 前纪V11（常见）, 古纪S16（常见）, 古纪N17（常见）	15
Xaku Prime	系统蓝图	后纪S20（罕见）, 后纪A19（罕见）, 古纪A10（罕见）, 中纪O3（罕见）, 后纪M6（罕见）	100
Yareli Prime	蓝图	前纪D8（罕见）, 中纪V11（常见）, 前纪P17（罕见）, 中纪A14（罕见）	100
Yareli Prime	机体蓝图	前纪X1（常见）, 古纪Z4（常见）, 古纪A10（常见）	15
Yareli Prime	头部神经光元蓝图	后纪Y3（稀有）, 古纪Y1（稀有）, 后纪Y2（稀有）, 前纪Y1（稀有）	45
Yareli Prime	系统蓝图	后纪Y1（稀有）	45
毒芽Prime	枪管	中纪D3（罕见）, 古纪N8（罕见）, 古纪D4（罕见）, 古纪N11（罕见）, 中纪E2（罕见）, 前纪P8（罕见）, 古纪G7（罕见）, 古纪T9（罕见）	100
毒芽Prime	蓝图	古纪Z3（稀有）, 前纪Z4（稀有）, 前纪Z5（稀有）, 后纪Z1（稀有）	45
毒芽Prime	枪机	后纪A14（常见）, 古纪T4（常见）, 古纪T8（常见）, 前纪N12（常见）, 中纪P4（常见）, 后纪T6（常见）, 前纪H3（常见）, 前纪N15（常见）, 前纪P5（常见）	15
Zephyr Prime	蓝图	前纪Z1（稀有）, 中纪Z4（稀有）, 中纪Z2（稀有）, 中纪Z1（稀有）, 后纪G5（罕见）	45
Zephyr Prime	机体蓝图	前纪R4（常见）, 后纪L3（罕见）, 前纪A2（罕见）, 中纪A2（罕见）, 前纪W1（罕见）, 中纪K1（罕见）, 后纪O3（罕见）	100
Zephyr Prime	头部神经光元蓝图	古纪K2（常见）, 中纪Z3（常见）, 中纪N10（常见）, 后纪R3（常见）, 古纪H2（常见）, 古纪C8（常见）, 后纪O4（常见）, 后纪A4（常见）	15
Zephyr Prime	系统蓝图	古纪Z1（稀有）, 古纪Z2（稀有）, 中纪Z8（稀有）, 前纪Z3（稀有）, 前纪Z2（稀有）	45
诸葛连弩Prime	枪管	中纪Z5（稀有）, 中纪Z7（稀有）, 中纪Z6（稀有）, 中纪Z3（稀有）, 中纪Z9（稀有）	45
诸葛连弩Prime	蓝图	后纪A6（罕见）, 前纪P2（罕见）, 后纪T9（罕见）, 后纪T4（罕见）, 古纪T5（罕见）, 古纪L1（罕见）, 中纪G2（罕见）, 后纪Z1（罕见）	100
诸葛连弩Prime	弓身	前纪T4（常见）, 前纪R3（常见）, 古纪S13（常见）, 古纪N6（常见）, 中纪A3（常见）, 前纪A2（常见）, 前纪P3（常见）, 后纪P3（常见）	15
诸葛连弩Prime	枪机	后纪D1（罕见）, 中纪N14（罕见）, 前纪W2（罕见）, 后纪B3（罕见）	100
诸葛连弩Prime	弓弦	后纪M1（常见）, 后纪A11（常见）, 古纪G3（常见）, 中纪I1（常见）, 中纪E3（常见）, 前纪W1（常见）, 后纪T5（常见）, 古纪N5（常见）	15
席尔火枪Prime	枪管	后纪V12（常见）, 后纪H8（常见）, 古纪Q1（常见）, 中纪O2（常见）, 后纪L6（常见）, 前纪P15（常见）, 古纪G12（常见）, 古纪R5（常见）	15
席尔火枪Prime	蓝图	古纪Z4（稀有）, 中纪Z10（稀有）, 中纪Z11（稀有）, 后纪Z2（稀有）	45
席尔火枪Prime	枪机	古纪R4（罕见）, 古纪Y1（罕见）, 后纪G14（罕见）, 后纪O6（罕见）, 古纪L5（罕见）, 前纪G6（罕见）	100
